policy_number,effective_date,expiration_date,state,county,zip,occupancy,construction,foundation,roof_type,roof_condition,year_built,stories,square_feet,protection_class,alarm_type,flood_zone,distance_to_coast_mi,wildfire_score_0_100,hail_score_0_100,hurricane_score_0_100,crime_index_0_100,prior_claims_5yr,covA_dwelling,covB_other_structures,covC_personal_property,covD_loss_of_use,deductible_all_peril,water_backup_limit,ordinance_or_law_pct,written_premium_total,premium_fire,premium_wind,premium_hail,premium_water,premium_theft_liability,expected_loss,expected_loss_ratio,expense_ratio,target_profit_ratio,indicated_premium,uw_tier
HO2026000084,2022-10-24,2023-10-19,NY,Lincoln,10350,TenantOccupied,Masonry,Slab,FlatMembrane,Fair,2004,1,2878,6,Fire,X,44.7,35,29,17,66,0,501000,41000,195000,124000,10000,0,10,1952.61,795.05,512.56,289.64,234.31,121.05,788.74,0.404,0.375,0.074,1429.66,Preferred
HO2026000085,2022-08-07,2023-08-02,NY,Union,79559,OwnerOccupied,Masonry,Piers,FlatMembrane,Fair,1950,1,1550,9,BurglarAndFire,VE,20.5,27,54,16,37,0,198000,21000,143000,57000,2000,0,10,1150.54,367.31,299.14,218.6,230.11,35.38,698.39,0.607,0.258,0.02,967.73,Preferred
HO2026000086,2025-04-02,2026-03-28,NC,Lake,89344,TenantOccupied,MobileHome,Piers,FlatMembrane,Poor,1989,1,2529,3,Fire,VE,36.5,36,38,56,32,0,215000,21000,96000,34000,2000,10000,25,2561.03,1062.27,921.97,418.3,512.21,0.0,1692.27,0.661,0.303,0.08,2742.29,Standard
HO2026000087,2025-01-09,2026-01-04,LA,Lake,83604,OwnerOccupied,Masonry,Piers,Metal,Good,2019,1,764,7,None,VE,23.5,16,22,35,57,0,169000,16000,115000,35000,5000,0,25,839.71,259.13,258.21,114.76,167.94,39.67,452.2,0.539,0.28,0.079,704.62,Preferred
HO2026000088,2022-08-06,2023-08-01,OH,Lake,30695,TenantOccupied,Frame,Crawlspace,AsphaltShingle,Fair,1960,2,2168,4,BurglarAndFire,AE,16.0,56,34,14,54,0,407000,59000,204000,114000,10000,5000,50,1632.39,590.66,416.26,255.74,326.48,43.25,824.65,0.505,0.352,0.057,1395.88,Preferred
HO2026000089,2021-06-24,2022-06-19,FL,Jackson,61775,Vacant,Frame,Basement,AsphaltShingle,Fair,2025,1,1487,3,Burglar,VE,21.2,25,42,27,40,0,265000,36000,130000,56000,1000,10000,10,1866.68,838.35,536.67,317.34,373.34,0.0,1103.67,0.591,0.298,0.091,1808.07,Standard
HO2026000090,2021-04-14,2022-04-09,NY,Marion,85699,Vacant,Masonry,Piers,Tile,New,1982,1,3165,3,BurglarAndFire,VE,38.6,59,57,25,47,0,373000,51000,142000,105000,5000,0,25,1265.05,594.73,357.38,246.68,253.01,0.0,964.39,0.762,0.291,0.056,1476.91,Standard
HO2026000091,2025-05-13,2026-05-08,NY,Cleveland,41795,OwnerOccupied,Frame,Basement,Metal,Fair,1984,1,2321,4,Fire,VE,23.3,36,29,11,31,0,513000,44000,310000,103000,1000,10000,50,1743.32,596.01,431.47,258.59,348.66,108.58,1442.23,0.827,0.257,0.059,2109.67,Preferred
HO2026000092,2025-06-01,2026-05-27,TX,Union,50608,SecondarySeasonal,Frame,Piers,Metal,Fair,1955,1,2074,4,Fire,X,7.0,53,23,66,49,1,438000,36000,158000,102000,1000,10000,25,4714.83,1826.9,1815.21,652.22,565.78,0.0,2671.96,0.567,0.189,0.095,3731.72,Standard
HO2026000093,2023-09-09,2024-09-03,NC,Wayne,19382,SecondarySeasonal,Masonry,Basement,WoodShake,Good,1977,1,1704,8,Burglar,X,24.6,32,29,25,67,0,345000,33000,129000,91000,2000,0,10,2784.47,1282.35,786.61,413.03,334.14,0.0,1913.6,0.687,0.267,0.071,2893.21,Preferred
HO2026000094,2023-10-17,2024-10-11,CO,Monroe,98801,Vacant,Superior,Piers,FlatMembrane,New,1950,1,1926,1,Burglar,AE,35.5,68,66,30,21,1,377000,44000,132000,65000,1000,25000,10,2795.38,1154.56,824.64,587.03,559.08,0.0,2434.94,0.871,0.376,0.027,4078.19,NonStandard
HO2026000095,2025-06-26,2026-06-21,MI,Grant,24493,SecondarySeasonal,Masonry,Crawlspace,AsphaltShingle,New,2025,1,2074,9,Burglar,AE,23.6,22,28,29,59,0,463000,38000,332000,108000,2500,0,25,1785.24,775.87,522.18,261.84,357.05,0.0,930.78,0.521,0.359,0.059,1598.03,Preferred
HO2026000096,2021-06-25,2022-06-20,IL,Wayne,79901,TenantOccupied,Masonry,Piers,Metal,New,1988,2,2629,6,Fire,VE,38.7,0,20,9,32,0,316000,32000,121000,58000,1000,10000,10,1215.31,565.29,294.71,162.04,243.06,0.0,919.86,0.757,0.28,0.066,1406.46,Preferred
HO2026000097,2024-10-25,2025-10-20,LA,Madison,18955,SecondarySeasonal,Frame,Basement,Metal,Poor,2023,1,2934,9,None,X,27.6,23,32,44,62,0,550000,64000,263000,105000,5000,0,10,3459.5,1844.87,1141.63,530.46,415.14,0.0,2144.42,0.62,0.18,0.067,2848.4,Standard
HO2026000098,2023-07-05,2024-06-29,NJ,Jefferson,78585,Vacant,Superior,Piers,FlatMembrane,Poor,2010,1,2800,6,Fire,X,8.8,55,59,5,10,0,626000,70000,383000,113000,10000,0,25,3396.86,1684.54,789.77,673.71,407.62,0.0,2116.02,0.623,0.265,0.057,3124.14,Standard
HO2026000099,2024-06-15,2025-06-10,OR,Greene,78824,SecondarySeasonal,Masonry,Basement,Tile,Fair,1980,1,2598,5,Burglar,X,96.4,55,26,17,21,0,490000,48000,339000,117000,2000,5000,50,1939.72,934.33,509.18,278.03,232.77,0.0,1190.22,0.614,0.278,0.048,1767.96,Preferred
HO2026000100,2021-01-22,2022-01-17,LA,Union,91611,SecondarySeasonal,MobileHome,Piers,WoodShake,New,1995,2,1208,9,Burglar,X,78.6,64,38,100,37,0,143000,12000,62000,27000,2000,5000,25,1712.56,847.61,770.65,279.72,205.51,0.0,1203.11,0.703,0.378,0.029,2030.05,Standard
HO2026000101,2024-08-24,2025-08-19,OR,Lincoln,68177,OwnerOccupied,Frame,Basement,Metal,Poor,1967,1,1726,8,BurglarAndFire,AE,7.9,14,67,23,33,1,383000,55000,268000,110000,5000,25000,10,2149.44,937.97,596.47,454.96,429.89,0.0,1371.38,0.638,0.309,0.035,2090.53,Standard
HO2026000102,2021-05-14,2022-05-09,CO,Lincoln,79920,OwnerOccupied,Masonry,Piers,Tile,Fair,1963,1,2563,3,BurglarAndFire,AE,18.2,22,48,10,27,1,521000,53000,277000,93000,1000,0,10,2721.22,1335.32,666.7,489.82,544.24,0.0,1833.85,0.674,0.4,0.063,3417.61,Preferred
HO2026000103,2023-10-11,2024-10-05,NJ,Greene,16897,OwnerOccupied,Frame,Slab,Metal,Fair,2001,2,1557,6,None,VE,52.7,12,44,9,37,1,287000,34000,141000,48000,1000,25000,25,1498.93,740.91,363.49,259.81,299.79,0.0,854.68,0.57,0.327,0.044,1359.19,Preferred
HO2026000104,2023-12-02,2024-11-26,LA,Benton,93860,TenantOccupied,Superior,Basement,Metal,Good,1940,1,2768,9,Fire,X,23.6,48,45,70,34,0,603000,68000,252000,95000,1000,10000,50,5741.45,2475.32,2267.87,1004.75,688.97,0.0,4033.48,0.703,0.307,0.065,6424.35,Standard
HO2026000105,2022-10-11,2023-10-06,WA,Wayne,53515,Vacant,Masonry,Piers,AsphaltShingle,New,1948,1,2999,2,None,X,57.5,41,44,11,50,0,611000,74000,249000,160000,2000,0,10,3658.59,1595.98,905.5,634.16,439.03,83.92,1869.25,0.511,0.301,0.057,2912.71,Preferred
HO2026000106,2021-10-25,2022-04-23,NC,Franklin,72649,TenantOccupied,MobileHome,Basement,Metal,Good,2017,1,1735,4,Fire,X,16.5,33,53,0,57,0,185000,16000,105000,37000,5000,0,10,674.36,254.42,148.36,127.0,80.92,63.65,463.82,0.688,0.315,0.033,710.45,Preferred
HO2026000107,2024-09-27,2025-09-22,FL,Jackson,62111,Vacant,MobileHome,Crawlspace,Metal,Poor,1991,2,2968,3,BurglarAndFire,VE,16.6,26,48,54,60,0,353000,48000,191000,81000,5000,0,50,4178.03,1497.78,1483.2,752.05,835.61,0.0,3100.25,0.742,0.303,0.034,4675.94,NonStandard
HO2026000108,2021-09-23,2022-09-18,NC,Marion,82120,OwnerOccupied,Frame,Piers,AsphaltShingle,Good,2025,2,2661,4,,VE,61.5,24,49,83,56,0,356000,29000,209000,57000,5000,10000,10,1477.89,643.73,631.8,268.48,295.58,0.0,962.09,0.651,0.304,0.067,1529.54,Standard
HO2026000109,2022-01-11,2023-01-06,FL,Lake,54593,SecondarySeasonal,Frame,Slab,AsphaltShingle,New,1960,1,1542,4,Fire,VE,13.0,40,0,41,40,0,267000,37000,124000,60000,1000,5000,10,2329.38,925.62,751.23,232.94,465.88,0.0,908.42,0.39,0.223,0.079,1302.62,Preferred
HO2026000110,2023-06-24,2024-06-18,OH,Wayne,93014,OwnerOccupied,Superior,Piers,FlatMembrane,Fair,1991,1,1895,4,Burglar,X,18.2,22,51,24,44,0,324000,40000,130000,70000,5000,0,25,1097.25,596.58,307.23,202.99,131.67,0.0,803.99,0.733,0.329,0.12,1458.61,Preferred
HO2026000111,2026-02-13,2027-02-08,VA,Monroe,22057,Vacant,MobileHome,Crawlspace,Tile,New,2000,3,2078,4,BurglarAndFire,AE,45.9,36,54,31,49,1,234000,33000,88000,38000,2500,0,10,1367.14,575.76,406.72,259.76,273.43,0.0,882.95,0.646,0.186,0.052,1158.38,NonStandard
HO2026000112,2024-11-28,2025-05-27,AZ,Jackson,26907,OwnerOccupied,MobileHome,Crawlspace,WoodShake,Poor,1969,2,2392,8,Burglar,X,15.5,69,25,12,10,0,320000,37000,123000,90000,5000,0,25,2478.21,1065.48,619.55,351.08,297.39,144.72,1519.86,0.613,0.18,0.064,2011.22,Preferred
HO2026000113,2025-01-27,2026-01-22,CA,Madison,59709,SecondarySeasonal,MobileHome,Piers,Metal,Fair,1988,1,1743,8,None,X,26.5,97,27,16,51,0,252000,33000,182000,71000,1000,5000,10,2451.22,871.6,637.32,355.43,294.15,292.73,1011.88,0.413,0.24,0.039,1403.98,Preferred
HO2026000114,2024-02-20,2025-02-14,MA,Lake,68037,TenantOccupied,MobileHome,Crawlspace,AsphaltShingle,Good,2000,2,1264,6,Burglar,VE,19.6,32,0,0,46,0,185000,24000,114000,48000,1000,5000,10,1013.95,483.31,223.07,101.4,202.79,3.38,645.27,0.636,0.341,0.06,1078.29,Preferred
HO2026000115,2022-07-13,2023-07-08,SC,Marion,81578,SecondarySeasonal,MobileHome,Crawlspace,WoodShake,Poor,2019,2,1240,10,None,VE,8.7,70,40,44,39,0,176000,20000,115000,40000,5000,5000,10,1997.4,834.38,659.14,332.9,399.48,0.0,859.37,0.43,0.315,0.099,1466.56,NonStandard
HO2026000116,2022-07-04,2023-06-29,NY,Lincoln,97600,TenantOccupied,MobileHome,Slab,WoodShake,New,1968,1,2568,9,Burglar,AE,8.3,3,34,34,53,0,462000,40000,319000,129000,2000,10000,10,3405.8,1662.98,1038.77,533.58,681.16,0.0,2119.11,0.622,0.255,0.078,3176.32,Standard
HO2026000117,2022-03-07,2023-03-02,OH,Lake,82538,OwnerOccupied,Masonry,Piers,AsphaltShingle,Good,1978,1,2381,3,None,VE,9.3,44,35,37,54,0,560000,54000,362000,90000,5000,0,50,2447.42,1001.3,764.82,387.51,489.48,0.0,1648.89,0.674,0.307,0.039,2523.4,Standard
HO2026000118,2023-08-08,2024-08-02,OH,Lake,65962,SecondarySeasonal,MobileHome,Crawlspace,Metal,Good,1951,1,2692,5,Fire,VE,24.5,63,46,0,21,0,300000,24000,122000,56000,1000,0,25,1735.67,865.09,381.85,306.63,347.13,0.0,1149.42,0.662,0.304,0.033,1733.26,Preferred
HO2026000119,2025-09-03,2026-08-29,SC,Wayne,37832,OwnerOccupied,Superior,Piers,FlatMembrane,New,2023,1,2626,3,None,AE,13.3,28,36,57,53,0,480000,40000,325000,87000,5000,0,10,1910.38,960.69,692.51,305.66,382.08,0.0,1568.79,0.821,0.316,0.036,2421.2,Standard
HO2026000120,2021-04-26,2022-04-21,PA,Washington,76406,Vacant,Masonry,Piers,WoodShake,New,2018,2,2618,1,None,VE,13.2,39,76,1,48,0,361000,39000,156000,61000,2000,0,10,1405.12,703.74,312.64,309.13,281.02,0.0,1174.84,0.836,0.302,0.052,1821.11,Standard
HO2026000121,2025-07-24,2026-07-19,FL,Washington,86695,SecondarySeasonal,Masonry,Basement,Metal,Good,1943,1,3301,6,Burglar,VE,15.8,0,55,87,34,0,701000,92000,364000,136000,5000,5000,25,5115.99,2471.66,2238.25,980.57,1023.2,0.0,3132.7,0.612,0.381,0.061,5614.48,Standard
HO2026000122,2021-01-28,2022-01-23,MA,Cleveland,18112,SecondarySeasonal,Masonry,Slab,AsphaltShingle,Poor,1977,2,2378,6,Fire,AE,38.2,28,13,39,39,0,327000,31000,207000,86000,5000,0,25,1739.53,805.65,552.3,211.64,347.91,0.0,1208.62,0.695,0.297,0.055,1867.28,Standard
HO2026000123,2022-10-28,2023-10-23,OR,Lincoln,54216,Vacant,Frame,Basement,WoodShake,Poor,1979,1,2302,5,None,AE,19.1,100,21,26,34,0,465000,67000,193000,138000,1000,0,25,4018.06,1434.41,1145.15,542.44,803.61,92.46,2620.31,0.652,0.219,0.069,3679.76,NonStandard
HO2026000124,2025-01-17,2026-01-12,CA,Greene,66662,TenantOccupied,MobileHome,Basement,Metal,Fair,2019,3,2162,3,Burglar,VE,13.0,63,37,13,52,0,232000,29000,101000,46000,2500,10000,25,1254.17,584.63,316.68,202.76,250.83,0.0,844.55,0.673,0.303,0.066,1337.12,Standard
HO2026000125,2024-08-28,2025-02-24,MA,Washington,71702,Vacant,Superior,Piers,Metal,Good,1976,1,2726,5,Burglar,X,13.7,62,27,10,21,0,892000,119000,536000,205000,1000,10000,10,5737.08,2283.35,1405.58,831.88,688.45,527.82,2409.51,0.42,0.325,0.045,3827.42,Preferred
HO2026000126,2021-11-06,2022-11-01,NC,Wayne,65809,OwnerOccupied,Superior,Basement,AsphaltShingle,Fair,2000,1,1866,6,,VE,17.1,50,48,77,56,0,454000,45000,225000,94000,2500,0,10,2914.64,1060.41,1202.29,524.63,582.93,0.0,1490.04,0.511,0.303,0.059,2333.93,Standard
HO2026000127,2024-10-08,2025-10-03,LA,Franklin,82925,SecondarySeasonal,MobileHome,Slab,WoodShake,Poor,1941,1,3361,1,None,AE,15.5,13,55,40,40,1,404000,52000,216000,119000,1000,0,10,5440.69,2337.03,1741.02,1042.8,1088.14,0.0,3471.9,0.638,0.3,0.065,5472.04,Standard
HO2026000128,2024-05-07,2025-05-02,PA,Wayne,57828,OwnerOccupied,MobileHome,Slab,Tile,Poor,1983,1,3123,6,Fire,VE,186.6,37,44,0,30,1,399000,42000,188000,90000,2000,0,10,2871.41,1254.54,631.71,497.71,574.28,0.0,2065.63,0.719,0.273,0.054,3068.03,Standard
HO2026000129,2021-04-20,2022-04-15,AZ,Union,45636,TenantOccupied,Masonry,Crawlspace,Metal,New,1946,1,1643,5,BurglarAndFire,AE,51.6,47,32,23,26,0,226000,20000,158000,41000,1000,0,25,1196.25,379.28,331.96,183.42,239.25,62.34,584.84,0.489,0.301,0.093,965.32,Preferred
HO2026000130,2021-09-09,2022-09-04,VA,Lincoln,52007,Vacant,Masonry,Slab,Metal,New,1977,1,1223,5,Fire,X,21.4,18,41,2,38,0,238000,27000,102000,38000,1000,25000,50,812.42,272.31,182.79,136.76,97.49,123.06,275.6,0.339,0.227,0.073,393.56,Preferred
HO2026000131,2022-04-20,2023-04-15,PA,Clay,59343,SecondarySeasonal,Frame,Basement,FlatMembrane,New,1948,1,1003,3,None,X,20.4,24,16,0,41,0,148000,19000,72000,41000,1000,0,10,741.67,329.09,163.17,93.94,89.0,66.47,488.59,0.659,0.264,0.038,700.15,Preferred
HO2026000132,2021-06-05,2022-05-31,GA,Benton,74576,TenantOccupied,Masonry,Crawlspace,Tile,,1996,2,3099,8,Burglar,VE,11.7,17,52,88,44,0,624000,72000,307000,153000,2000,5000,10,4162.65,2343.7,1831.57,777.03,832.53,0.0,2547.78,0.612,0.26,0.061,3747.46,Standard
HO2026000133,2021-04-20,2022-04-15,NJ,Union,24061,SecondarySeasonal,MobileHome,Slab,Metal,Poor,1973,2,1453,4,Burglar,VE,35.9,37,70,7,49,0,150000,13000,87000,25000,5000,0,10,1044.77,459.33,248.13,226.37,208.95,0.0,615.71,0.589,0.262,0.033,873.05,Standard
HO2026000134,2021-04-05,2022-03-31,IL,Benton,75507,TenantOccupied,Superior,Slab,FlatMembrane,Fair,1946,1,2958,6,,VE,20.4,38,100,39,40,0,600000,83000,254000,109000,1000,0,10,3284.7,1609.43,1042.89,722.63,656.94,0.0,2179.04,0.663,0.293,0.074,3440.02,Standard
HO2026000135,2021-08-23,2022-08-18,AZ,Lake,55273,SecondarySeasonal,Superior,Crawlspace,Metal,Fair,2014,1,1476,4,BurglarAndFire,VE,31.4,34,50,26,34,0,275000,37000,193000,57000,10000,5000,25,803.17,303.93,228.9,147.25,160.63,0.0,481.22,0.599,0.285,0.057,730.88,Preferred
HO2026000136,2021-03-02,2021-08-29,AZ,Clay,32398,Vacant,Frame,Slab,AsphaltShingle,Good,1942,2,2629,5,Burglar,AE,15.1,63,38,21,60,0,520000,50000,293000,112000,2000,0,10,4231.59,1882.71,1153.11,691.16,846.32,0.0,2205.11,0.521,0.276,0.058,3312.88,Standard
HO2026000137,2025-08-18,2026-08-13,AZ,Union,35181,OwnerOccupied,Superior,Slab,Metal,Poor,1987,1,2845,4,Fire,VE,28.7,0,32,29,79,0,614000,87000,393000,103000,2500,0,25,2157.24,977.48,630.99,330.78,431.45,0.0,880.69,0.408,0.308,0.076,1429.39,Standard
HO2026000138,2023-11-28,2024-11-22,CO,Washington,88546,OwnerOccupied,MobileHome,Piers,FlatMembrane,Fair,2004,1,2618,6,None,X,52.4,73,34,6,35,1,297000,27000,187000,60000,2000,0,25,2346.94,973.29,551.53,367.69,281.63,172.8,1809.98,0.771,0.265,0.056,2663.72,Preferred
HO2026000139,2025-04-29,2026-04-24,SC,Lincoln,12743,TenantOccupied,Superior,Crawlspace,Metal,New,1973,2,2041,2,Fire,VE,100.4,71,37,0,39,0,457000,61000,311000,101000,2000,25000,10,1765.6,682.26,388.43,285.44,353.12,56.35,1171.2,0.663,0.347,0.081,2047.4,Preferred
HO2026000140,2021-03-18,2022-03-13,OH,Greene,90693,SecondarySeasonal,MobileHome,Basement,Tile,Fair,1984,1,2996,8,BurglarAndFire,X,4.1,12,30,23,50,0,432000,57000,323000,95000,5000,10000,10,2660.26,1129.95,738.22,399.04,319.23,73.81,1197.01,0.45,0.398,0.059,2205.3,Preferred
HO2026000141,2022-03-13,2023-03-08,OH,Greene,33272,Vacant,Superior,Piers,AsphaltShingle,New,1990,2,2412,2,None,X,27.3,43,78,38,41,0,353000,42000,198000,89000,2000,0,25,1563.16,624.31,492.4,343.9,187.58,0.0,975.57,0.624,0.295,0.071,1539.02,Standard
HO2026000142,2026-02-03,2027-01-29,SC,Cleveland,78942,Vacant,Masonry,Basement,Tile,Fair,1945,1,2514,6,None,VE,14.6,46,22,95,63,0,500000,65000,343000,144000,1000,0,25,6535.19,2756.99,2940.83,893.14,1307.04,0.0,3386.38,0.518,0.228,0.045,4655.01,NonStandard
HO2026000143,2022-01-30,2023-01-25,OH,Washington,25272,Vacant,Frame,Slab,WoodShake,Poor,1999,2,2935,1,Burglar,AE,17.6,54,31,30,34,0,364000,48000,162000,84000,2500,0,25,2094.96,1025.44,618.01,317.74,418.99,0.0,1252.59,0.598,0.216,0.038,1680.84,NonStandard
HO2026000144,2024-12-20,2025-12-15,NY,Jefferson,52149,Vacant,Superior,Slab,WoodShake,Good,2012,2,1852,3,None,X,85.9,41,32,0,32,0,363000,47000,211000,65000,5000,10000,10,1193.51,454.05,262.57,183.0,143.22,150.66,980.24,0.821,0.271,0.051,1445.19,Preferred
HO2026000145,2025-02-16,2026-02-11,NC,Cleveland,84585,SecondarySeasonal,Frame,Piers,WoodShake,Good,2006,1,2384,3,Fire,VE,8.6,90,27,46,22,0,438000,50000,206000,77000,2500,0,10,2851.17,1294.73,955.14,413.42,570.23,0.0,1161.72,0.407,0.372,0.036,1962.4,Standard
HO2026000146,2024-01-18,2025-01-12,NJ,Jefferson,24897,TenantOccupied,Masonry,Piers,AsphaltShingle,New,1979,1,1836,9,Fire,VE,6.7,43,36,0,46,0,303000,24000,208000,89000,2500,25000,10,1386.28,544.98,304.98,221.8,277.26,37.25,1184.66,0.855,0.298,0.067,1863.85,Preferred
HO2026000147,2021-06-19,2021-12-16,FL,Cleveland,79349,OwnerOccupied,Superior,Crawlspace,AsphaltShingle,Fair,1986,1,2856,5,None,X,19.9,39,48,16,55,1,354000,39000,213000,95000,1000,0,25,2662.32,1322.79,692.2,479.22,319.48,0.0,1386.93,0.521,0.234,0.037,1901.48,Preferred
HO2026000148,2026-02-06,2027-02-01,OR,Union,59567,TenantOccupied,Masonry,Slab,WoodShake,Poor,1967,1,2383,3,Burglar,AE,35.9,26,37,4,63,0,436000,38000,172000,85000,2000,0,25,2665.81,1242.06,613.14,430.97,533.16,0.0,1198.0,0.449,0.245,0.04,1675.84,Preferred
HO2026000149,2023-08-30,2024-02-26,MI,Union,75168,SecondarySeasonal,Superior,Basement,AsphaltShingle,Poor,1952,1,2835,7,Burglar,X,10.3,0,39,1,46,0,554000,82000,303000,112000,1000,5000,50,2960.05,1491.93,658.61,488.41,355.21,0.0,1837.62,0.621,0.242,0.055,2612.6,Preferred
HO2026000150,2023-10-13,2024-10-07,VA,Jackson,79214,OwnerOccupied,Masonry,Piers,FlatMembrane,Fair,2004,1,1737,3,Fire,VE,60.2,17,45,5,71,0,381000,38000,266000,66000,2000,10000,25,1359.25,591.9,316.02,237.87,271.85,0.0,758.47,0.558,0.318,0.068,1234.67,Preferred
HO2026000151,2023-06-12,2024-06-06,LA,Cleveland,59438,Vacant,Masonry,Slab,FlatMembrane,,2024,1,1648,3,Burglar,VE,55.5,23,13,83,25,1,248000,26000,148000,71000,10000,0,10,1157.95,422.62,495.02,140.88,231.59,0.0,836.81,0.723,0.267,0.057,1236.96,NonStandard
HO2026000152,2024-07-20,2025-07-15,AZ,Greene,92654,Vacant,MobileHome,Piers,Tile,Poor,1968,1,2096,6,Burglar,X,136.3,28,65,31,49,0,275000,30000,132000,52000,2500,0,10,2737.68,1210.0,814.46,570.35,328.52,0.0,1396.91,0.51,0.295,0.038,2094.02,Standard
HO2026000153,2024-06-24,2025-06-19,NY,Lake,22805,SecondarySeasonal,MobileHome,Piers,Tile,Good,2014,2,1585,2,Fire,X,8.7,64,46,24,56,0,243000,22000,151000,69000,2000,0,10,1159.39,435.88,324.63,204.83,139.13,54.93,763.13,0.658,0.269,0.07,1153.9,Preferred
HO2026000154,2023-04-03,2024-03-28,OR,Lake,25061,Vacant,Frame,Crawlspace,Metal,Poor,1969,1,2528,7,BurglarAndFire,VE,17.7,67,33,29,47,1,560000,73000,301000,104000,2500,10000,10,4442.84,1743.8,1299.53,688.64,888.57,0.0,3340.23,0.752,0.357,0.065,5779.9,NonStandard
HO2026000155,2022-10-13,2023-10-08,IL,Grant,21808,TenantOccupied,Superior,Slab,AsphaltShingle,Fair,1983,1,2618,4,Burglar,X,14.9,25,52,48,38,1,544000,53000,323000,87000,1000,0,10,1941.37,698.57,660.06,362.39,232.96,0.0,1844.3,0.95,0.31,0.038,2826.18,Preferred
HO2026000156,2023-10-25,2024-10-19,NJ,Marion,73846,TenantOccupied,Masonry,Basement,Tile,Good,1993,2,1527,1,Fire,X,11.8,24,29,40,35,1,219000,25000,108000,48000,5000,0,10,693.33,298.27,221.86,102.84,83.2,0.0,431.01,0.622,0.233,0.08,627.02,Preferred
HO2026000157,2023-11-28,2024-11-22,TX,Union,49316,TenantOccupied,Masonry,Basement,Tile,Fair,1966,3,2864,4,BurglarAndFire,X,34.7,31,39,63,47,0,660000,97000,460000,130000,2500,0,10,3791.17,1378.57,1431.17,625.54,454.94,0.0,1852.19,0.489,0.361,0.062,3208.49,Preferred
HO2026000158,2025-01-08,2026-01-03,NJ,Lake,91806,Vacant,Superior,Crawlspace,AsphaltShingle,Good,1989,1,1642,6,Burglar,AE,34.5,33,54,9,17,0,341000,49000,177000,51000,1000,0,25,1681.61,671.1,407.79,319.51,336.32,0.0,879.8,0.523,0.308,0.069,1410.2,Standard
HO2026000159,2024-02-24,2025-02-18,AZ,Benton,12093,SecondarySeasonal,MobileHome,Piers,FlatMembrane,New,1953,2,1932,1,BurglarAndFire,X,3.6,38,37,13,78,0,261000,28000,132000,50000,1000,0,25,1738.69,648.76,439.02,281.09,208.64,161.18,1265.73,0.728,0.321,0.059,2040.54,Preferred
HO2026000160,2021-07-22,2022-07-17,IL,Lincoln,72552,Vacant,Superior,Slab,FlatMembrane,New,1978,2,2578,4,Burglar,X,35.6,14,37,20,87,0,400000,51000,233000,91000,2000,25000,10,2009.04,888.16,542.44,324.8,241.09,12.56,1007.13,0.501,0.333,0.03,1581.11,Preferred
HO2026000161,2021-05-02,2022-04-27,VA,Lincoln,83340,TenantOccupied,Masonry,Slab,Tile,Good,1958,1,2223,7,None,X,45.7,3,16,17,74,0,384000,44000,178000,67000,5000,5000,50,1077.98,500.16,282.97,136.54,129.36,28.94,655.9,0.608,0.337,0.042,1056.96,Preferred
HO2026000162,2023-06-08,2024-06-02,CA,Clay,80477,SecondarySeasonal,Frame,Slab,WoodShake,Good,1969,1,3682,9,Fire,X,4.0,46,43,0,73,0,603000,60000,393000,147000,5000,5000,10,4687.97,2382.35,1031.35,804.77,562.56,0.0,2576.99,0.55,0.318,0.047,4057.58,Preferred
HO2026000163,2021-04-23,2022-04-18,IL,Benton,51858,Vacant,MobileHome,Basement,WoodShake,,1960,1,3100,3,Burglar,X,14.0,32,69,31,54,0,432000,39000,235000,80000,1000,10000,50,4147.61,1691.93,1233.91,891.74,497.71,0.0,3585.42,0.864,0.192,0.055,4762.82,Standard
HO2026000164,2025-04-25,2026-04-20,CA,Cleveland,73168,SecondarySeasonal,Masonry,Basement,WoodShake,Good,1994,1,1950,4,None,X,7.9,19,32,31,53,0,507000,40000,350000,129000,2000,0,10,2859.42,1153.2,850.68,438.44,343.13,73.97,1924.29,0.673,0.263,0.065,2859.62,Preferred
HO2026000165,2021-08-30,2022-08-25,FL,Jackson,31666,Vacant,Frame,Crawlspace,AsphaltShingle,Good,1991,1,1865,6,BurglarAndFire,X,16.2,48,22,23,43,0,209000,29000,125000,51000,2500,0,10,2283.81,973.22,633.76,312.12,274.06,90.65,942.1,0.413,0.277,0.066,1434.06,Preferred
HO2026000166,2023-02-13,2024-02-08,SC,Jackson,40927,Vacant,MobileHome,Piers,FlatMembrane,New,1976,1,3498,10,BurglarAndFire,X,21.4,46,22,56,37,0,498000,49000,283000,115000,2500,0,50,8223.96,4137.5,2960.62,1123.94,986.87,0.0,5448.68,0.663,0.279,0.077,8455.68,Standard
HO2026000167,2025-03-15,2025-09-11,AZ,Jackson,36509,TenantOccupied,Frame,Crawlspace,AsphaltShingle,New,1989,1,2390,7,BurglarAndFire,AE,66.0,38,46,14,23,1,401000,43000,266000,85000,5000,5000,25,1906.53,817.69,486.17,336.82,381.31,0.0,1367.74,0.717,0.336,0.046,2213.5,Preferred
HO2026000168,2021-12-04,2022-11-29,NY,Union,36967,Vacant,Frame,Crawlspace,FlatMembrane,Poor,1954,1,2150,6,Fire,X,20.7,48,40,3,41,0,355000,31000,255000,85000,5000,0,10,2736.75,888.24,622.61,456.13,328.41,441.36,1154.41,0.422,0.301,0.044,1762.26,Standard
